#timestamp x y z qx qy qz qw
256.528000 1.593896 -3.217114 1.947900 -0.396227 0.625996 -0.625731 0.244119
257.628000 1.912503 -3.417396 1.995429 -0.432131 0.615328 -0.598862 0.275678
258.728000 2.224500 -3.541360 1.973997 -0.462950 0.597114 -0.577743 0.308781
259.824000 2.548983 -3.641717 1.979056 -0.493044 0.580051 -0.551247 0.341432
260.824000 2.838849 -3.672501 1.938024 -0.520145 0.561303 -0.527915 0.368367
261.824000 3.109304 -3.689939 1.881682 0.545449 -0.542298 0.501730 -0.395809
262.824000 3.382466 -3.689886 1.812791 0.569570 -0.522934 0.473026 -0.422347
263.824000 3.645110 -3.644228 1.707585 0.593436 -0.499403 0.446626 -0.446044
264.824000 3.899817 -3.598009 1.583382 0.612741 -0.476857 0.417483 -0.472084
265.824000 4.146125 -3.509144 1.459980 0.634063 -0.452927 0.387413 -0.492679
266.832000 4.376151 -3.409135 1.296949 -0.651076 0.429288 -0.355903 0.514923
267.832000 4.612698 -3.293209 1.157980 -0.669038 0.402958 -0.323868 0.533969
268.832000 4.823981 -3.164789 0.969476 -0.682285 0.374269 -0.293133 0.555413
269.832000 5.045716 -2.995730 0.839003 -0.697963 0.347468 -0.258868 0.570177
270.832000 5.236627 -2.792675 0.694883 -0.710223 0.318004 -0.225780 0.586073
271.832000 5.411909 -2.567261 0.540291 -0.719771 0.287410 -0.193353 0.601615
272.832000 5.617864 -2.339089 0.418415 -0.730306 0.257765 -0.152202 0.614041
273.836000 5.757743 -2.100474 0.310983 -0.736597 0.226325 -0.116535 0.626595
274.936000 5.888497 -1.815701 0.191165 -0.743380 0.190681 -0.075030 0.636708
275.940000 5.961130 -1.535837 0.097105 -0.746292 0.159276 -0.040305 0.645023
276.940000 6.013634 -1.243434 0.006364 -0.748525 0.128028 -0.001688 0.650628
277.940000 6.056704 -0.921270 -0.069178 -0.754510 0.093632 0.038826 0.648414
278.944000 6.015520 -0.636518 -0.179653 -0.750488 0.060078 0.060281 0.655382
279.944000 6.095191 -0.210245 -0.295777 -0.761259 0.019545 0.130570 0.634865
281.044000 6.054893 0.160790 -0.442489 -0.755979 -0.022810 0.182750 0.628154
282.044000 5.980128 0.496637 -0.581966 -0.754513 -0.056535 0.235796 0.609848
